id,transaction_id,booking_id,user_id,journey_id,amount,currency,status,payment_method,payment_gateway,failure_reason,gateway_response,created_at,updated_at,completed_at,expires_at,version
1504,TXN176716768554414B6QXD,BKG-20251231-LFAWV44O,176,1504,659,INR,SUCCESS,CREDIT_CARD,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN176716768554414B6QXD"",""bank_ref"":""v8mx7xzlgjp""}",2026-01-10T00:01:39.358Z,2026-01-10T00:01:43.358Z,2026-01-10T00:02:08.358Z,,0
1505,TXN1767167685544II1OB7N,BKG-20251231-Z6P0TRUJ,270,1505,780,INR,SUCCESS,NET_BANKING,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685544II1OB7N"",""bank_ref"":""pe6e1qn40vn""}",2025-12-17T06:27:15.565Z,2025-12-17T06:27:19.565Z,2025-12-17T06:27:44.565Z,,0
1506,TXN1767167685544CG8EXM3,BKG-20251231-TNXH9CS6,392,1506,2240,INR,INITIATED,UPI,Paytm,,,2026-01-12T09:09:20.710Z,2026-01-12T09:09:24.710Z,,2026-01-12T09:13:19.710Z,0
1507,TXN17671676855448YMSC3R,BKG-20251231-9XQQU8ZJ,788,1507,1214,INR,REFUNDED,UPI,PhonePe,,,2025-12-15T15:42:40.685Z,2025-12-15T15:42:44.685Z,2025-12-15T15:43:09.685Z,,0
1508,TXN1767167685544RCFD4CK,BKG-20251231-OXRGG8LB,715,1508,3398,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685544RCFD4CK"",""bank_ref"":""eb6394oas9r""}",2026-01-04T18:38:40.828Z,2026-01-04T18:38:44.828Z,2026-01-04T18:39:09.828Z,,0
1509,TXN1767167685544B13NFCH,BKG-20251231-L9PT3GWD,124,1509,4058,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685544B13NFCH"",""bank_ref"":""8rvk976815a""}",2025-12-16T15:41:13.639Z,2025-12-16T15:41:17.639Z,2025-12-16T15:41:42.639Z,,0
1510,TXN1767167685544PWW2XEW,BKG-20251231-BNXYZPYR,972,1510,851,INR,SUCCESS,DEBIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685544PWW2XEW"",""bank_ref"":""maxloxvi13p""}",2025-12-10T22:51:30.663Z,2025-12-10T22:51:34.663Z,2025-12-10T22:51:59.663Z,,0
1511,TXN1767167685544QP6MPDR,BKG-20251231-YJE1WAEJ,784,1511,1898,INR,PENDING,UPI,GooglePay,,,2026-01-15T06:17:49.406Z,2026-01-15T06:17:53.406Z,,2026-01-15T06:21:48.406Z,0
1512,TXN17671676855446TNMMVB,BKG-20251231-KL2QXSQ3,201,1512,911,INR,REFUNDED,UPI,PayU,,,2026-01-14T21:08:10.458Z,2026-01-14T21:08:14.458Z,2026-01-14T21:08:39.458Z,,0
1513,TXN1767167685544TI9EE6O,BKG-20251231-D3C2QHQ5,955,1513,3906,INR,SUCCESS,CREDIT_CARD,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685544TI9EE6O"",""bank_ref"":""exm1f5gai8w""}",2025-12-29T19:27:22.399Z,2025-12-29T19:27:26.399Z,2025-12-29T19:27:51.399Z,,0
1514,TXN1767167685544WRAARBO,BKG-20251231-BCQD5DU9,253,1514,3924,INR,REFUNDED,UPI,CCAvenue,,,2026-01-14T04:16:14.296Z,2026-01-14T04:16:18.296Z,2026-01-14T04:16:43.296Z,,0
1515,TXN1767167685544W4J7W5C,BKG-20251231-7YMY7EES,642,1515,3258,INR,INITIATED,NET_BANKING,Paytm,,,2025-12-27T21:41:50.770Z,2025-12-27T21:41:54.770Z,,2025-12-27T21:45:49.770Z,0
1516,TXN17671676855443XU2IRN,BKG-20251231-YNVS8PEC,216,1516,2188,INR,SUCCESS,WALLET,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN17671676855443XU2IRN"",""bank_ref"":""nsdxzrl9k7""}",2025-11-21T09:20:55.996Z,2025-11-21T09:20:59.996Z,2025-11-21T09:21:24.996Z,,0
1517,TXN1767167685544ED341V3,BKG-20251231-AHKVBWRC,597,1517,3720,INR,INITIATED,DEBIT_CARD,Razorpay,,,2026-01-02T20:48:41.226Z,2026-01-02T20:48:45.226Z,,2026-01-02T20:52:40.226Z,0
1518,TXN1767167685544AR898CF,BKG-20251231-BU7LTD1H,145,1518,4227,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685544AR898CF"",""bank_ref"":""zp4yl3gxc1q""}",2025-12-22T09:42:30.230Z,2025-12-22T09:42:34.230Z,2025-12-22T09:42:59.230Z,,0
1519,TXN17671676855448XK6R33,BKG-20251231-1M8SR0XG,319,1519,4611,INR,PENDING,UPI,PayU,,,2025-12-11T02:58:27.170Z,2025-12-11T02:58:31.170Z,,2025-12-11T03:02:26.170Z,0
1520,TXN1767167685544GLK43IJ,BKG-20251231-VRSNLOF7,343,1520,2838,INR,SUCCESS,CREDIT_CARD,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685544GLK43IJ"",""bank_ref"":""6xdazsor6dq""}",2025-12-17T06:18:35.290Z,2025-12-17T06:18:39.290Z,2025-12-17T06:19:04.290Z,,0
1521,TXN176716768554466BDGDJ,BKG-20251231-PAELR6RI,121,1521,4426,INR,REFUNDED,UPI,PhonePe,,,2025-11-30T06:45:29.546Z,2025-11-30T06:45:33.546Z,2025-11-30T06:45:58.546Z,,0
1522,TXN176716768554490F029I,BKG-20251231-NU6DUGFR,321,1522,1772,INR,REFUNDED,CREDIT_CARD,PhonePe,,,2026-01-24T04:16:50.259Z,2026-01-24T04:16:54.259Z,2026-01-24T04:17:19.259Z,,0
1523,TXN1767167685544778ME9M,BKG-20251231-32X87WTQ,85,1523,1615,INR,PENDING,DEBIT_CARD,CCAvenue,,,2025-12-30T16:29:01.309Z,2025-12-30T16:29:05.309Z,,2025-12-30T16:33:00.309Z,0
1524,TXN176716768554472MW93C,BKG-20251231-GJNNZOVZ,899,1524,4275,INR,SUCCESS,CREDIT_CARD,PayU,,"{""status"":""success"",""txn_id"":""TXN176716768554472MW93C"",""bank_ref"":""14m7e06se6c""}",2026-01-04T00:37:26.868Z,2026-01-04T00:37:30.868Z,2026-01-04T00:37:55.868Z,,0
1525,TXN1767167685545STE7CCE,BKG-20251231-HLF5ALBC,837,1525,2466,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685545STE7CCE"",""bank_ref"":""za43yamu6am""}",2025-12-19T13:36:57.432Z,2025-12-19T13:37:01.432Z,2025-12-19T13:37:26.432Z,,0
1526,TXN17671676855452CV4E5J,BKG-20251231-OXKAB7OM,951,1526,1748,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855452CV4E5J"",""bank_ref"":""8h4mlztktbx""}",2025-12-17T08:55:50.964Z,2025-12-17T08:55:54.964Z,2025-12-17T08:56:19.964Z,,0
1527,TXN1767167685545WPL8H1D,BKG-20251231-GOHL2WCQ,642,1527,1916,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685545WPL8H1D"",""bank_ref"":""dt503f7fbi7""}",2025-11-26T06:41:56.369Z,2025-11-26T06:42:00.369Z,2025-11-26T06:42:25.369Z,,0
1528,TXN1767167685545QA5W2RN,BKG-20251231-2KDULRDR,389,1528,1468,INR,PENDING,CREDIT_CARD,Razorpay,,,2025-12-22T13:45:32.284Z,2025-12-22T13:45:36.284Z,,2025-12-22T13:49:31.284Z,0
1529,TXN1767167685545QCNQ5XO,BKG-20251231-3ZKKB4JJ,833,1529,2323,INR,SUCCESS,CREDIT_CARD,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685545QCNQ5XO"",""bank_ref"":""tpr6xdqbip""}",2026-01-03T21:34:46.732Z,2026-01-03T21:34:50.732Z,2026-01-03T21:35:15.732Z,,0
1530,TXN17671676855458OPGMZB,BKG-20251231-EQVVHVI8,343,1530,2460,INR,SUCCESS,CREDIT_CARD,GooglePay,,"{""status"":""success"",""txn_id"":""TXN17671676855458OPGMZB"",""bank_ref"":""6pe0ppm6a88""}",2025-12-18T23:37:39.120Z,2025-12-18T23:37:43.120Z,2025-12-18T23:38:08.120Z,,0
1531,TXN1767167685545S1IJJE8,BKG-20251231-P0JWKJZB,280,1531,1720,INR,SUCCESS,NET_BANKING,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685545S1IJJE8"",""bank_ref"":""t7la6ghjxi""}",2025-12-02T09:37:52.020Z,2025-12-02T09:37:56.020Z,2025-12-02T09:38:21.020Z,,0
1532,TXN1767167685545YN8EBMZ,BKG-20251231-NF1H2EFO,291,1532,4192,INR,SUCCESS,CREDIT_CARD,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685545YN8EBMZ"",""bank_ref"":""tq3j2oytceq""}",2026-01-10T23:37:14.557Z,2026-01-10T23:37:18.557Z,2026-01-10T23:37:43.557Z,,0
1533,TXN1767167685545V3WP5PL,BKG-20251231-2V2B85LN,971,1533,4093,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685545V3WP5PL"",""bank_ref"":""wc2byac2ih""}",2026-01-25T00:02:31.492Z,2026-01-25T00:02:35.492Z,2026-01-25T00:03:00.492Z,,0
1534,TXN176716768554540KEPUW,BKG-20251231-ISTZR1EM,660,1534,892,INR,SUCCESS,WALLET,Razorpay,,"{""status"":""success"",""txn_id"":""TXN176716768554540KEPUW"",""bank_ref"":""66qsduoqps4""}",2025-12-31T18:44:14.266Z,2025-12-31T18:44:18.266Z,2025-12-31T18:44:43.266Z,,0
1535,TXN1767167685545EA2AYP9,BKG-20251231-XT00JBAJ,653,1535,967,INR,PENDING,WALLET,GooglePay,,,2025-12-08T07:55:00.286Z,2025-12-08T07:55:04.286Z,,2025-12-08T07:58:59.286Z,0
1536,TXN17671676855458YVZM0K,BKG-20251231-XTRSOS4H,122,1536,2807,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN17671676855458YVZM0K"",""bank_ref"":""6a87k413wfs""}",2026-01-12T08:46:35.948Z,2026-01-12T08:46:39.948Z,2026-01-12T08:47:04.948Z,,0
1537,TXN1767167685545JY46SAT,BKG-20251231-5E0C5D7O,89,1537,2369,INR,SUCCESS,CREDIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685545JY46SAT"",""bank_ref"":""foa04aovvx""}",2026-01-03T16:32:24.191Z,2026-01-03T16:32:28.191Z,2026-01-03T16:32:53.191Z,,0
1538,TXN1767167685545TGXXL5Z,BKG-20251231-G0UC4A9K,959,1538,806,INR,SUCCESS,UPI,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685545TGXXL5Z"",""bank_ref"":""xan3y31ly4""}",2025-12-28T01:32:21.028Z,2025-12-28T01:32:25.028Z,2025-12-28T01:32:50.028Z,,0
1539,TXN1767167685545W2SYWFU,BKG-20251231-58DWLC4S,92,1539,1808,INR,PENDING,NET_BANKING,CCAvenue,,,2026-01-24T20:23:18.362Z,2026-01-24T20:23:22.362Z,,2026-01-24T20:27:17.362Z,0
1540,TXN1767167685545SFWAI41,BKG-20251231-RHL109XV,646,1540,2284,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685545SFWAI41"",""bank_ref"":""yd5me6jwp2k""}",2025-12-13T10:35:43.644Z,2025-12-13T10:35:47.644Z,2025-12-13T10:36:12.644Z,,0
1541,TXN1767167685545TJ2J3LX,BKG-20251231-09CWK7ZK,608,1541,2356,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685545TJ2J3LX"",""bank_ref"":""p2664i18tl""}",2025-12-16T06:11:22.291Z,2025-12-16T06:11:26.291Z,2025-12-16T06:11:51.291Z,,0
1542,TXN1767167685545FBZF3QX,BKG-20251231-P6F3ULHY,44,1542,1002,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685545FBZF3QX"",""bank_ref"":""4yk4miwawhr""}",2025-12-12T17:42:54.138Z,2025-12-12T17:42:58.138Z,2025-12-12T17:43:23.138Z,,0
1543,TXN1767167685545C423HO7,BKG-20251231-VNJMPY6J,42,1543,1748,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685545C423HO7"",""bank_ref"":""m03fu4uonaj""}",2026-01-14T10:30:58.100Z,2026-01-14T10:31:02.100Z,2026-01-14T10:31:27.100Z,,0
1544,TXN17671676855459U6YZAT,BKG-20251231-DJDVWQMY,696,1544,3815,INR,SUCCESS,WALLET,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN17671676855459U6YZAT"",""bank_ref"":""ifdk0sfqc7""}",2025-12-20T09:48:41.902Z,2025-12-20T09:48:45.902Z,2025-12-20T09:49:10.902Z,,0
1545,TXN1767167685545KYUBP1W,BKG-20251231-V79ZNH28,817,1545,1135,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685545KYUBP1W"",""bank_ref"":""uyg5nqsz26n""}",2026-01-03T11:11:26.380Z,2026-01-03T11:11:30.380Z,2026-01-03T11:11:55.380Z,,0
1546,TXN176716768554526TAFOC,BKG-20251231-KI39TXYS,562,1546,1261,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN176716768554526TAFOC"",""bank_ref"":""elt7nald4n""}",2025-11-23T14:22:00.539Z,2025-11-23T14:22:04.539Z,2025-11-23T14:22:29.539Z,,0
1547,TXN17671676855458DMJ139,BKG-20251231-4XXNTWAP,109,1547,2418,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855458DMJ139"",""bank_ref"":""tumldw1rokm""}",2026-01-14T12:18:38.676Z,2026-01-14T12:18:42.676Z,2026-01-14T12:19:07.676Z,,0
1548,TXN1767167685545R44AO2H,BKG-20251231-N0P0QC1I,708,1548,2940,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685545R44AO2H"",""bank_ref"":""shtvndhvpp""}",2025-12-19T20:41:15.786Z,2025-12-19T20:41:19.786Z,2025-12-19T20:41:44.786Z,,0
1549,TXN1767167685545GDGHCX8,BKG-20251231-BBU98QO4,471,1549,2137,INR,SUCCESS,WALLET,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685545GDGHCX8"",""bank_ref"":""wjelogsotba""}",2025-12-21T00:29:55.595Z,2025-12-21T00:29:59.595Z,2025-12-21T00:30:24.595Z,,0
1550,TXN1767167685545EKJGONG,BKG-20251231-KYBVY2S4,624,1550,3031,INR,SUCCESS,WALLET,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685545EKJGONG"",""bank_ref"":""cwcc6nx7aj7""}",2025-12-21T21:17:08.240Z,2025-12-21T21:17:12.240Z,2025-12-21T21:17:37.240Z,,0
1551,TXN1767167685545LV4EER4,BKG-20251231-Y75KZQQO,692,1551,2217,INR,INITIATED,NET_BANKING,CCAvenue,,,2025-12-19T17:36:40.442Z,2025-12-19T17:36:44.442Z,,2025-12-19T17:40:39.442Z,0
1552,TXN1767167685545ZPSTS56,BKG-20251231-2QBU0CSN,377,1552,1525,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685545ZPSTS56"",""bank_ref"":""dmw2ib2jy3u""}",2025-12-06T03:23:51.399Z,2025-12-06T03:23:55.399Z,2025-12-06T03:24:20.399Z,,0
1553,TXN1767167685545UKPEA88,BKG-20251231-XI436BOL,344,1553,1431,INR,SUCCESS,CREDIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685545UKPEA88"",""bank_ref"":""e5kt4obwdae""}",2025-12-14T16:31:46.854Z,2025-12-14T16:31:50.854Z,2025-12-14T16:32:15.854Z,,0
1554,TXN1767167685545W59H1AC,BKG-20251231-6WR975E9,436,1554,3029,INR,FAILED,UPI,GooglePay,Insufficient funds,,2025-12-03T04:24:54.675Z,2025-12-03T04:24:58.675Z,,,0
1555,TXN1767167685545NZS495R,BKG-20251231-L9JX3JH8,415,1555,2126,INR,REFUNDED,UPI,Paytm,,,2025-12-25T04:46:16.009Z,2025-12-25T04:46:20.009Z,2025-12-25T04:46:45.009Z,,0
1556,TXN17671676855453WCJEYC,BKG-20251231-RUKIMDZ7,602,1556,557,INR,SUCCESS,WALLET,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855453WCJEYC"",""bank_ref"":""4cdfw7biq0n""}",2025-12-17T00:52:11.167Z,2025-12-17T00:52:15.167Z,2025-12-17T00:52:40.167Z,,0
1557,TXN1767167685545U53C2PX,BKG-20251231-WIVMVYEG,977,1557,4757,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685545U53C2PX"",""bank_ref"":""9w4tiqutrlq""}",2025-12-11T21:27:06.902Z,2025-12-11T21:27:10.902Z,2025-12-11T21:27:35.902Z,,0
1558,TXN1767167685545BS8G511,BKG-20251231-ISC43QKA,297,1558,1006,INR,SUCCESS,NET_BANKING,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685545BS8G511"",""bank_ref"":""3fw0wux5rqj""}",2025-12-10T12:14:18.860Z,2025-12-10T12:14:22.860Z,2025-12-10T12:14:47.860Z,,0
1559,TXN1767167685546WDA4ZS3,BKG-20251231-GH8HQ9OF,735,1559,3430,INR,SUCCESS,DEBIT_CARD,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685546WDA4ZS3"",""bank_ref"":""qutkusrf44""}",2025-12-01T15:44:05.418Z,2025-12-01T15:44:09.418Z,2025-12-01T15:44:34.418Z,,0
1560,TXN1767167685546ZAHMLSK,BKG-20251231-VC7CU63T,212,1560,949,INR,REFUNDED,UPI,Razorpay,,,2025-12-21T14:36:16.374Z,2025-12-21T14:36:20.374Z,2025-12-21T14:36:45.374Z,,0
1561,TXN1767167685546Q33G8GH,BKG-20251231-SW102TC2,985,1561,2485,INR,SUCCESS,DEBIT_CARD,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685546Q33G8GH"",""bank_ref"":""e21fn41gl4""}",2025-12-22T10:10:32.616Z,2025-12-22T10:10:36.616Z,2025-12-22T10:11:01.616Z,,0
1562,TXN1767167685546PJ5W1T5,BKG-20251231-02Y7PKUE,58,1562,3985,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685546PJ5W1T5"",""bank_ref"":""fneniga53fo""}",2025-12-29T07:28:47.785Z,2025-12-29T07:28:51.785Z,2025-12-29T07:29:16.785Z,,0
1563,TXN17671676855463RD46JX,BKG-20251231-AKXX1AUP,391,1563,3537,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN17671676855463RD46JX"",""bank_ref"":""y5863w5wu7c""}",2026-01-04T06:52:37.878Z,2026-01-04T06:52:41.878Z,2026-01-04T06:53:06.878Z,,0
1564,TXN1767167685546W2X608A,BKG-20251231-QYWZCWPB,892,1564,4307,INR,SUCCESS,NET_BANKING,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685546W2X608A"",""bank_ref"":""xvhycpfq9j""}",2026-01-17T06:57:46.062Z,2026-01-17T06:57:50.062Z,2026-01-17T06:58:15.062Z,,0
1565,TXN17671676855464WINB16,BKG-20251231-YL3FWMA1,790,1565,3187,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855464WINB16"",""bank_ref"":""rmjte0sjo5""}",2025-12-10T23:10:19.007Z,2025-12-10T23:10:23.007Z,2025-12-10T23:10:48.007Z,,0
1566,TXN17671676855468P8YAEH,BKG-20251231-4ETCF3U7,427,1566,3388,INR,SUCCESS,NET_BANKING,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855468P8YAEH"",""bank_ref"":""us7kptjg17l""}",2026-01-22T05:42:12.550Z,2026-01-22T05:42:16.550Z,2026-01-22T05:42:41.550Z,,0
1567,TXN1767167685546NCACHZS,BKG-20251231-3KZ84POT,861,1567,609,INR,SUCCESS,DEBIT_CARD,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685546NCACHZS"",""bank_ref"":""y2plr63nv1""}",2025-12-21T18:34:52.466Z,2025-12-21T18:34:56.466Z,2025-12-21T18:35:21.466Z,,0
1568,TXN1767167685546B0952Y6,BKG-20251231-IYZAGZQO,610,1568,3895,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685546B0952Y6"",""bank_ref"":""zh6t8xrlvg""}",2025-12-13T01:40:18.801Z,2025-12-13T01:40:22.801Z,2025-12-13T01:40:47.801Z,,0
1569,TXN1767167685546ENGL4DQ,BKG-20251231-768HGXXJ,231,1569,3429,INR,SUCCESS,WALLET,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685546ENGL4DQ"",""bank_ref"":""4vbene7btjp""}",2025-12-09T15:16:13.461Z,2025-12-09T15:16:17.461Z,2025-12-09T15:16:42.461Z,,0
1570,TXN1767167685546SGSE2K8,BKG-20251231-753NGMNX,892,1570,1773,INR,REFUNDED,UPI,CCAvenue,,,2025-12-06T07:42:27.432Z,2025-12-06T07:42:31.432Z,2025-12-06T07:42:56.432Z,,0
1571,TXN17671676855461S73ARJ,BKG-20251231-4H9UJSLT,501,1571,3876,INR,SUCCESS,CREDIT_CARD,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855461S73ARJ"",""bank_ref"":""y5fqdhtvu""}",2025-12-21T14:36:03.019Z,2025-12-21T14:36:07.019Z,2025-12-21T14:36:32.019Z,,0
1572,TXN1767167685546HAPJVPZ,BKG-20251231-YOO1QPNF,58,1572,1249,INR,SUCCESS,DEBIT_CARD,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685546HAPJVPZ"",""bank_ref"":""km0elybzd2""}",2025-12-15T21:49:29.379Z,2025-12-15T21:49:33.379Z,2025-12-15T21:49:58.379Z,,0
1573,TXN1767167685546WF1EM1Z,BKG-20251231-FW11O0U8,493,1573,919,INR,SUCCESS,NET_BANKING,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685546WF1EM1Z"",""bank_ref"":""1temkcoaxxg""}",2025-12-14T22:52:02.063Z,2025-12-14T22:52:06.063Z,2025-12-14T22:52:31.063Z,,0
1574,TXN1767167685546RHWOZBR,BKG-20251231-THJY2XQ4,665,1574,3306,INR,SUCCESS,DEBIT_CARD,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685546RHWOZBR"",""bank_ref"":""ouy87mwo1z8""}",2025-12-27T08:17:52.726Z,2025-12-27T08:17:56.726Z,2025-12-27T08:18:21.726Z,,0
1575,TXN1767167685546D9UV0CE,BKG-20251231-S5JEE74H,55,1575,2310,INR,SUCCESS,DEBIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685546D9UV0CE"",""bank_ref"":""ucdmzonovdh""}",2025-12-17T10:49:09.112Z,2025-12-17T10:49:13.112Z,2025-12-17T10:49:38.112Z,,0
1576,TXN1767167685546X6CBCWR,BKG-20251231-CTCISR14,951,1576,4430,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685546X6CBCWR"",""bank_ref"":""otn7z6h55un""}",2026-01-21T20:40:44.452Z,2026-01-21T20:40:48.452Z,2026-01-21T20:41:13.452Z,,0
1577,TXN1767167685546BK8IFE6,BKG-20251231-NW3HYI2H,717,1577,2970,INR,INITIATED,WALLET,Paytm,,,2025-12-14T13:35:36.005Z,2025-12-14T13:35:40.005Z,,2025-12-14T13:39:35.005Z,0
1578,TXN1767167685546R3L0MP2,BKG-20251231-O4OM40L3,391,1578,3311,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685546R3L0MP2"",""bank_ref"":""hv1lt64x0uq""}",2025-11-21T18:58:16.157Z,2025-11-21T18:58:20.157Z,2025-11-21T18:58:45.157Z,,0
1579,TXN17671676855467W98NGK,BKG-20251231-BOU01VW4,687,1579,4933,INR,SUCCESS,DEBIT_CARD,PhonePe,,"{""status"":""success"",""txn_id"":""TXN17671676855467W98NGK"",""bank_ref"":""5s6qr09vmbo""}",2025-12-28T12:44:00.254Z,2025-12-28T12:44:04.254Z,2025-12-28T12:44:29.254Z,,0
1580,TXN1767167685546IM25VY5,BKG-20251231-8GDDR0MQ,454,1580,559,INR,PENDING,DEBIT_CARD,Razorpay,,,2025-12-21T02:48:50.495Z,2025-12-21T02:48:54.495Z,,2025-12-21T02:52:49.495Z,0
1581,TXN17671676855464UFYBTN,BKG-20251231-7WJU6TEA,324,1581,1656,INR,INITIATED,UPI,GooglePay,,,2025-11-19T01:29:00.783Z,2025-11-19T01:29:04.783Z,,2025-11-19T01:32:59.783Z,0
1582,TXN1767167685546HG4UDV4,BKG-20251231-X3Z44AUM,627,1582,1493,INR,SUCCESS,UPI,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685546HG4UDV4"",""bank_ref"":""uqi6gxsmg7""}",2026-01-01T08:10:25.881Z,2026-01-01T08:10:29.881Z,2026-01-01T08:10:54.881Z,,0
1583,TXN1767167685546DRST3QU,BKG-20251231-CNA8D2NE,829,1583,2999,INR,PENDING,CREDIT_CARD,Razorpay,,,2026-01-01T15:10:22.166Z,2026-01-01T15:10:26.166Z,,2026-01-01T15:14:21.166Z,0
1584,TXN1767167685546LH90XIN,BKG-20251231-ZUZI46VW,315,1584,3735,INR,SUCCESS,CREDIT_CARD,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685546LH90XIN"",""bank_ref"":""1kzirzp0zdo""}",2025-12-30T00:58:31.424Z,2025-12-30T00:58:35.424Z,2025-12-30T00:59:00.424Z,,0
1585,TXN1767167685546GR30GH6,BKG-20251231-96V662YL,676,1585,4282,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685546GR30GH6"",""bank_ref"":""7ncanvwvq5""}",2026-01-01T17:33:46.173Z,2026-01-01T17:33:50.173Z,2026-01-01T17:34:15.173Z,,0
1586,TXN1767167685546WXG9NET,BKG-20251231-5E6ADYL6,973,1586,3607,INR,SUCCESS,WALLET,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685546WXG9NET"",""bank_ref"":""ecbt1l3ay4""}",2026-01-21T10:00:04.442Z,2026-01-21T10:00:08.442Z,2026-01-21T10:00:33.442Z,,0
1587,TXN1767167685546EYBGGXM,BKG-20251231-96WHXE2U,180,1587,3122,INR,REFUNDED,CREDIT_CARD,GooglePay,,,2026-01-15T16:59:13.363Z,2026-01-15T16:59:17.363Z,2026-01-15T16:59:42.363Z,,0
1588,TXN1767167685546KYXUE77,BKG-20251231-91TAR7JN,116,1588,2884,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685546KYXUE77"",""bank_ref"":""t3ds3fl0zx""}",2025-12-02T14:50:01.601Z,2025-12-02T14:50:05.601Z,2025-12-02T14:50:30.601Z,,0
1589,TXN1767167685546ESZX4MG,BKG-20251231-IUEF0G4F,170,1589,3936,INR,FAILED,CREDIT_CARD,PhonePe,Bank declined,,2025-11-30T00:02:37.442Z,2025-11-30T00:02:41.442Z,,,0
1590,TXN17671676855462CZWR5D,BKG-20251231-5T086MLX,2,1590,3769,INR,FAILED,NET_BANKING,CCAvenue,Insufficient funds,,2025-12-19T15:28:23.719Z,2025-12-19T15:28:27.719Z,,,0
