id,booking_id,user_id,source_station,destination_station,journey_date,status,journey_type,total_fare,total_travel_time_minutes,total_layover_minutes,created_at,confirmed_at,cancelled_at,version
1161,BKG-20251231-A6PVVFKW,72,Howrah,Shri Mata Vaishno Devi,2026-01-10,CONFIRMED,SINGLE_TRAIN,1334,280,0,2026-01-03T21:34:22.879Z,2026-01-03T21:39:39.681Z,,0
1162,BKG-20251231-C3NWJ7VG,300,Hyderabad Deccan,Bhopal Junction,2025-12-21,CONFIRMED,SINGLE_TRAIN,4974,826,0,2025-11-23T22:15:55.540Z,2025-11-23T22:16:27.620Z,,0
1163,BKG-20251231-ICT5DU7R,942,Gwalior,Indore,2025-12-26,CONFIRMED,SINGLE_TRAIN,3020,445,0,2025-12-16T13:48:05.843Z,2025-12-16T13:51:49.753Z,,0
1164,BKG-20251231-8TE4QJWR,391,Jodhpur,Ernakulam,2026-01-14,PAYMENT_PENDING,SINGLE_TRAIN,1592,1291,0,2026-01-11T04:45:41.553Z,,,0
1165,BKG-20251231-Y7DUB01V,996,Gwalior,Agra Cantt,2026-01-22,CONFIRMED,SINGLE_TRAIN,754,1070,0,2026-01-04T14:18:51.646Z,2026-01-04T14:19:21.844Z,,0
1166,BKG-20251231-6YF9PVVR,332,Chennai Central,Pune Junction,2026-01-01,CONFIRMED,SINGLE_TRAIN,4290,774,0,2025-12-24T03:15:04.707Z,2025-12-24T03:16:21.814Z,,0
1167,BKG-20251231-0LPHAXZA,252,Hyderabad Deccan,Jodhpur,2025-12-27,CONFIRMED,SINGLE_TRAIN,1526,726,0,2025-12-12T18:51:28.964Z,2025-12-12T18:53:54.324Z,,0
1168,BKG-20251231-0O8POEGX,67,Ahmedabad,Mumbai Central,2026-01-29,CANCELLED,SINGLE_TRAIN,4203,617,0,2026-01-22T21:10:19.007Z,,2026-01-23T05:14:01.177Z,0
1169,BKG-20251231-W1KVXVTA,979,Jodhpur,Udaipur City,2026-01-26,CONFIRMED,SINGLE_TRAIN,2831,880,0,2026-01-08T01:45:20.027Z,2026-01-08T01:51:31.079Z,,0
1170,BKG-20251231-I49RIXEE,846,Hyderabad Deccan,Lucknow,2026-01-21,CONFIRMED,SINGLE_TRAIN,1296,1333,0,2025-12-29T00:02:32.418Z,2025-12-29T00:12:14.357Z,,0
1171,BKG-20251231-1UNW1K0V,845,Bhopal Junction,Agra Cantt,2026-01-06,CONFIRMED,SINGLE_TRAIN,2553,606,0,2026-01-01T22:42:42.105Z,2026-01-01T22:50:11.608Z,,0
1172,BKG-20251231-4M90Q4EM,23,Patna Junction,Ernakulam,2026-01-28,CANCELLED,SINGLE_TRAIN,4061,454,0,2026-01-25T08:18:02.016Z,,2026-01-25T21:46:58.908Z,0
1173,BKG-20251231-IX8WD3LF,852,Patna Junction,Jaipur,2026-01-25,PAYMENT_PENDING,SINGLE_TRAIN,4825,1316,0,2026-01-09T17:20:23.298Z,,,0
1174,BKG-20251231-OYMEKH2G,797,Gwalior,Indore,2026-01-15,CONFIRMED,SINGLE_TRAIN,2759,1088,0,2026-01-05T13:16:22.201Z,2026-01-05T13:21:09.006Z,,0
1175,BKG-20251231-XQNRBUD3,797,Howrah,Jaipur,2026-01-13,PAYMENT_FAILED,MULTI_TRAIN,2904,1347,61,2026-01-11T08:32:21.245Z,,,0
1176,BKG-20251231-4UZSDMVF,718,Pune Junction,Chennai Central,2026-01-06,CONFIRMED,SINGLE_TRAIN,1844,413,0,2026-01-01T05:55:59.201Z,2026-01-01T06:00:00.657Z,,0
1177,BKG-20251231-1LDNZXOG,431,Patna Junction,Ahmedabad,2025-12-21,CONFIRMED,SINGLE_TRAIN,1875,370,0,2025-12-13T06:07:23.903Z,2025-12-13T06:10:41.499Z,,0
1178,BKG-20251231-0ZHC8HSM,330,Vadodara,Nagpur,2026-01-22,CONFIRMED,SINGLE_TRAIN,1416,1234,0,2026-01-07T17:32:17.602Z,2026-01-07T17:33:16.640Z,,0
1179,BKG-20251231-7N5FQ9HO,267,Ernakulam,Pune Junction,2026-01-28,CONFIRMED,SINGLE_TRAIN,586,278,0,2026-01-27T11:26:35.549Z,2026-01-27T11:29:37.132Z,,0
1180,BKG-20251231-9LFSLTIT,676,New Delhi,Visakhapatnam,2025-12-24,PAYMENT_PENDING,SINGLE_TRAIN,2295,1400,0,2025-11-25T13:19:35.319Z,,,0
1181,BKG-20251231-LZ2IGV6J,731,Bangalore City,Howrah,2026-01-15,CONFIRMED,SINGLE_TRAIN,4278,858,0,2026-01-14T09:58:29.414Z,2026-01-14T10:02:55.045Z,,0
1182,BKG-20251231-U399K6VA,886,Gwalior,Amritsar,2026-01-05,PAYMENT_PENDING,SINGLE_TRAIN,1141,1407,0,2025-12-18T23:33:36.080Z,,,0
1183,BKG-20251231-3MGAMFIX,244,Pune Junction,Hyderabad Deccan,2026-01-10,CONFIRMED,SINGLE_TRAIN,4696,877,0,2025-12-24T08:44:33.663Z,2025-12-24T08:44:53.208Z,,0
1184,BKG-20251231-H9Y4STKE,816,Indore,Mumbai Central,2026-01-29,PAYMENT_PENDING,MULTI_TRAIN,1807,385,34,2026-01-12T14:22:31.207Z,,,0
1185,BKG-20251231-PYU20YGT,380,Nagpur,Udaipur City,2025-12-26,CONFIRMED,SINGLE_TRAIN,1290,794,0,2025-12-10T09:48:10.744Z,2025-12-10T09:48:30.308Z,,0
1186,BKG-20251231-LD0HR2E0,320,Indore,Patna Junction,2026-01-17,CONFIRMED,SINGLE_TRAIN,4702,718,0,2025-12-26T11:36:09.700Z,2025-12-26T11:45:21.019Z,,0
1187,BKG-20251231-63YMYNOF,473,Patna Junction,Shri Mata Vaishno Devi,2026-01-15,CONFIRMED,SINGLE_TRAIN,4864,1213,0,2025-12-20T20:12:03.147Z,2025-12-20T20:15:16.176Z,,0
1188,BKG-20251231-ZQ767C90,730,Ahmedabad,Patna Junction,2025-12-24,CONFIRMED,SINGLE_TRAIN,1849,1011,0,2025-12-18T13:01:31.822Z,2025-12-18T13:03:39.340Z,,0
1189,BKG-20251231-EF1EIZX4,936,Jodhpur,Nagpur,2026-01-07,CONFIRMED,SINGLE_TRAIN,4965,343,0,2025-12-29T05:44:02.291Z,2025-12-29T05:49:40.961Z,,0
1190,BKG-20251231-6YX5Q0PF,567,Howrah,Amritsar,2025-12-31,CONFIRMED,SINGLE_TRAIN,3589,1345,0,2025-12-25T00:23:29.285Z,2025-12-25T00:32:06.374Z,,0
1191,BKG-20251231-6PVX4O0K,740,Hyderabad Deccan,Ernakulam,2026-01-14,PAYMENT_PENDING,SINGLE_TRAIN,4016,802,0,2025-12-26T09:25:24.486Z,,,0
1192,BKG-20251231-6RD0B787,873,Vadodara,Bangalore City,2025-12-17,PAYMENT_PENDING,SINGLE_TRAIN,2725,420,0,2025-11-25T18:00:00.826Z,,,0
1193,BKG-20251231-S20YAQP9,511,Nagpur,Shri Mata Vaishno Devi,2025-12-30,CONFIRMED,SINGLE_TRAIN,2782,1197,0,2025-12-13T13:34:41.106Z,2025-12-13T13:38:53.762Z,,0
1194,BKG-20251231-Y6A3G5NB,493,Ahmedabad,Patna Junction,2026-01-22,PAYMENT_PENDING,SINGLE_TRAIN,2541,1132,0,2026-01-18T11:10:00.624Z,,,0
1195,BKG-20251231-V7FESKSX,282,Patna Junction,Ahmedabad,2026-01-14,CONFIRMED,SINGLE_TRAIN,4510,698,0,2025-12-29T20:33:24.643Z,2025-12-29T20:35:00.414Z,,0
1196,BKG-20251231-7UPDIRKU,233,Lucknow,New Delhi,2025-12-27,CONFIRMED,SINGLE_TRAIN,1880,503,0,2025-12-22T08:28:11.246Z,2025-12-22T08:32:23.264Z,,0
1197,BKG-20251231-DAO8GRMP,530,Ahmedabad,Lucknow,2025-12-26,CONFIRMED,SINGLE_TRAIN,3830,1267,0,2025-11-27T14:23:05.380Z,2025-11-27T14:28:20.812Z,,0
1198,BKG-20251231-W26I90T4,119,Trivandrum Central,Shri Mata Vaishno Devi,2026-01-25,CONFIRMED,SINGLE_TRAIN,1652,286,0,2026-01-17T02:19:39.685Z,2026-01-17T02:26:51.769Z,,0
1199,BKG-20251231-ZTYHA25W,216,Pune Junction,Hyderabad Deccan,2025-12-22,CONFIRMED,MULTI_TRAIN,1954,349,150,2025-12-20T09:05:47.429Z,2025-12-20T09:14:00.309Z,,0
1200,BKG-20251231-UNXVNZHY,631,Jaipur,Ahmedabad,2025-12-29,CONFIRMED,SINGLE_TRAIN,1363,949,0,2025-12-02T21:04:43.733Z,2025-12-02T21:09:37.423Z,,0
1201,BKG-20251231-JIL8901C,513,Mumbai Central,Bhopal Junction,2026-01-18,CONFIRMED,SINGLE_TRAIN,2584,1431,0,2026-01-05T22:12:09.967Z,2026-01-05T22:13:37.221Z,,0
1202,BKG-20251231-P056AF33,201,Visakhapatnam,Mumbai CST,2026-01-25,PAYMENT_FAILED,MULTI_TRAIN,1883,510,114,2026-01-17T21:36:28.729Z,,,0
1203,BKG-20251231-QLFOC6IM,576,Indore,Mumbai Central,2026-01-19,CONFIRMED,MULTI_TRAIN,1960,1323,173,2025-12-25T21:45:10.555Z,2025-12-25T21:51:52.253Z,,0
1204,BKG-20251231-H6YL6M0U,368,Amritsar,Jodhpur,2026-01-11,CONFIRMED,MULTI_TRAIN,3672,1393,25,2025-12-27T22:21:24.132Z,2025-12-27T22:26:28.049Z,,0
1205,BKG-20251231-W8DUTD75,810,Jaipur,Pune Junction,2025-12-23,CANCELLED,SINGLE_TRAIN,774,241,0,2025-12-03T03:20:41.627Z,,2025-12-04T03:11:01.183Z,0
1206,BKG-20251231-E1E5NCFH,40,New Delhi,Gwalior,2025-12-30,CONFIRMED,SINGLE_TRAIN,3105,434,0,2025-12-30T07:49:10.280Z,2025-12-30T07:52:13.003Z,,0
1207,BKG-20251231-1PFQ1CLB,93,Bhopal Junction,Gwalior,2026-01-10,PAYMENT_PENDING,SINGLE_TRAIN,1879,414,0,2025-12-30T15:34:47.198Z,,,0
1208,BKG-20251231-6RKT5WKY,963,Ernakulam,Ahmedabad,2026-01-20,SEATS_BLOCKED,SINGLE_TRAIN,2609,857,0,2026-01-02T16:28:39.129Z,,,0
1209,BKG-20251231-ABS3ROYH,376,Mumbai Central,Gwalior,2025-12-25,CONFIRMED,MULTI_TRAIN,1154,866,43,2025-12-07T10:20:00.533Z,2025-12-07T10:21:38.598Z,,0
1210,BKG-20251231-EBU7SY8S,40,Howrah,Ahmedabad,2025-12-31,CONFIRMED,SINGLE_TRAIN,3403,250,0,2025-12-28T08:09:08.558Z,2025-12-28T08:14:41.120Z,,0
1211,BKG-20251231-87FT0PSK,469,Bhopal Junction,Agra Cantt,2025-12-27,CONFIRMED,SINGLE_TRAIN,1709,337,0,2025-12-02T04:01:20.958Z,2025-12-02T04:07:00.694Z,,0
1212,BKG-20251231-ZEJV4UHN,26,Patna Junction,Hyderabad Deccan,2025-12-21,SEATS_BLOCKED,SINGLE_TRAIN,1314,249,0,2025-12-07T11:26:22.463Z,,,0
1213,BKG-20251231-3747NXBU,38,Jodhpur,Vadodara,2026-01-15,CANCELLED,SINGLE_TRAIN,2016,1435,0,2026-01-02T09:20:51.977Z,,2026-01-02T20:16:04.351Z,0
1214,BKG-20251231-2TZ8QVWM,121,Nagpur,Hyderabad Deccan,2025-12-25,CONFIRMED,SINGLE_TRAIN,4260,908,0,2025-12-07T01:30:46.296Z,2025-12-07T01:33:52.125Z,,0
1215,BKG-20251231-9KC5KOD6,623,Bhopal Junction,Vadodara,2026-01-26,SEATS_BLOCKED,SINGLE_TRAIN,4149,288,0,2026-01-15T14:40:47.715Z,,,0
1216,BKG-20251231-DUVZ5FQU,362,Mumbai CST,Indore,2025-12-29,CONFIRMED,SINGLE_TRAIN,2226,1167,0,2025-12-22T07:42:59.071Z,2025-12-22T07:52:48.678Z,,0
1217,BKG-20251231-2B1EMD2Z,447,Ernakulam,Shri Mata Vaishno Devi,2026-01-21,CONFIRMED,SINGLE_TRAIN,4029,308,0,2026-01-12T00:47:21.926Z,2026-01-12T00:56:56.627Z,,0
1218,BKG-20251231-VEE8ZK04,836,Bhopal Junction,Bangalore City,2026-01-07,SEATS_BLOCKED,SINGLE_TRAIN,3902,415,0,2026-01-04T12:22:28.323Z,,,0
1219,BKG-20251231-AGSS4TUK,588,Gwalior,Vadodara,2025-12-23,PAYMENT_PENDING,SINGLE_TRAIN,4941,987,0,2025-12-14T17:15:26.405Z,,,0
1220,BKG-20251231-AY2786OX,131,Bangalore City,Ahmedabad,2026-01-09,CONFIRMED,SINGLE_TRAIN,1555,1316,0,2025-12-27T08:10:14.031Z,2025-12-27T08:17:24.130Z,,0
1221,BKG-20251231-C4NHETDG,93,Bhopal Junction,Gwalior,2026-01-20,CONFIRMED,SINGLE_TRAIN,918,321,0,2026-01-16T10:45:38.235Z,2026-01-16T10:48:38.262Z,,0
1222,BKG-20251231-ULJGOXY3,549,Chennai Central,Agra Cantt,2026-01-23,CONFIRMED,SINGLE_TRAIN,3441,1386,0,2025-12-31T12:02:17.114Z,2025-12-31T12:11:35.542Z,,0
1223,BKG-20251231-IBWQ12NO,891,Agra Cantt,Bangalore City,2026-01-27,SEATS_BLOCKED,SINGLE_TRAIN,3147,425,0,2026-01-03T18:41:06.575Z,,,0
1224,BKG-20251231-O07TC6WB,314,Lucknow,Mumbai CST,2025-12-17,CONFIRMED,SINGLE_TRAIN,1653,275,0,2025-12-14T10:51:06.500Z,2025-12-14T10:54:21.779Z,,0
1225,BKG-20251231-EMZNC33J,400,Gwalior,Nagpur,2026-01-28,CONFIRMED,SINGLE_TRAIN,4832,506,0,2026-01-02T01:29:15.889Z,2026-01-02T01:30:35.053Z,,0
1226,BKG-20251231-EL9MZJ17,795,Patna Junction,Lucknow,2026-01-20,PAYMENT_PENDING,SINGLE_TRAIN,3828,397,0,2026-01-04T18:16:04.179Z,,,0
1227,BKG-20251231-M8YBRW0Y,74,Ahmedabad,Trivandrum Central,2026-01-11,CONFIRMED,SINGLE_TRAIN,3370,450,0,2025-12-31T14:18:52.297Z,2025-12-31T14:18:53.636Z,,0
1228,BKG-20251231-NOL1I78P,714,Howrah,Indore,2025-12-28,CANCELLED,SINGLE_TRAIN,4873,542,0,2025-11-29T23:00:45.628Z,,2025-11-30T05:59:13.110Z,0
1229,BKG-20251231-LAN4R7K6,194,Shri Mata Vaishno Devi,Chennai Central,2025-12-18,CONFIRMED,SINGLE_TRAIN,931,1204,0,2025-12-03T16:37:14.767Z,2025-12-03T16:38:10.644Z,,0
1230,BKG-20251231-6XROOPOL,4,New Delhi,Visakhapatnam,2025-12-24,CONFIRMED,SINGLE_TRAIN,4379,454,0,2025-12-14T20:54:05.322Z,2025-12-14T21:02:15.780Z,,0
1231,BKG-20251231-HHTNORHG,860,Gwalior,Visakhapatnam,2025-12-17,CONFIRMED,SINGLE_TRAIN,4298,844,0,2025-11-23T14:05:45.080Z,2025-11-23T14:11:58.988Z,,0
1232,BKG-20251231-D0MWEXDS,874,Vadodara,Nagpur,2025-12-25,CONFIRMED,SINGLE_TRAIN,552,856,0,2025-12-09T16:53:46.555Z,2025-12-09T16:59:47.062Z,,0
1233,BKG-20251231-4TONVV34,72,Bhopal Junction,Mumbai CST,2026-01-06,CANCELLED,SINGLE_TRAIN,3227,1127,0,2025-12-22T14:24:59.740Z,,2025-12-22T15:04:48.589Z,0
1234,BKG-20251231-MM7DRLG2,211,Amritsar,Mumbai Central,2025-12-21,CONFIRMED,SINGLE_TRAIN,621,1347,0,2025-11-30T19:33:50.751Z,2025-11-30T19:43:03.110Z,,0
1235,BKG-20251231-GVI21Q4K,909,Vadodara,Trivandrum Central,2026-01-27,CONFIRMED,SINGLE_TRAIN,1749,1147,0,2026-01-07T11:38:42.820Z,2026-01-07T11:47:08.900Z,,0
1236,BKG-20251231-4BAV33S8,994,Ernakulam,New Delhi,2026-01-27,PAYMENT_PENDING,SINGLE_TRAIN,2224,455,0,2026-01-24T20:14:19.639Z,,,0
1237,BKG-20251231-TOOJB74V,484,Ahmedabad,Mumbai CST,2026-01-10,CANCELLED,SINGLE_TRAIN,1327,544,0,2026-01-08T17:57:12.322Z,,2026-01-09T07:06:23.419Z,0
1238,BKG-20251231-6TNLSMNA,368,Lucknow,Visakhapatnam,2026-01-16,PAYMENT_PENDING,SINGLE_TRAIN,1932,836,0,2026-01-11T14:25:29.271Z,,,0
1239,BKG-20251231-6UHTKLQW,204,Jaipur,Hyderabad Deccan,2026-01-28,CONFIRMED,SINGLE_TRAIN,3173,473,0,2026-01-08T02:46:10.235Z,2026-01-08T02:52:40.495Z,,0
1240,BKG-20251231-6WEJZYHQ,311,Nagpur,Trivandrum Central,2026-01-13,CONFIRMED,SINGLE_TRAIN,1579,1039,0,2026-01-09T07:15:15.021Z,2026-01-09T07:18:24.933Z,,0
1241,BKG-20251231-YJM3RC7G,226,Indore,Trivandrum Central,2026-01-09,CONFIRMED,SINGLE_TRAIN,2742,305,0,2025-12-24T17:36:36.717Z,2025-12-24T17:37:22.121Z,,0
1242,BKG-20251231-SK39WKCU,98,Bhopal Junction,Gwalior,2026-01-09,CONFIRMED,SINGLE_TRAIN,3273,872,0,2025-12-30T12:50:12.143Z,2025-12-30T12:57:48.147Z,,0
1243,BKG-20251231-L7YMQEC4,377,Lucknow,Mumbai Central,2026-01-16,PAYMENT_PENDING,SINGLE_TRAIN,4234,605,0,2026-01-15T18:09:21.673Z,,,0
1244,BKG-20251231-Z5XHHORK,319,Lucknow,Mumbai Central,2026-01-16,CANCELLED,SINGLE_TRAIN,3655,979,0,2025-12-24T00:22:02.498Z,,2025-12-24T02:01:28.789Z,0
1245,BKG-20251231-052F2YUB,996,Chennai Central,Jodhpur,2025-12-21,SEATS_BLOCKED,SINGLE_TRAIN,3291,684,0,2025-12-04T13:28:15.619Z,,,0
1246,BKG-20251231-MGMCQB49,653,Ahmedabad,Bhopal Junction,2026-01-11,PAYMENT_PENDING,SINGLE_TRAIN,923,445,0,2025-12-23T00:15:51.145Z,,,0
1247,BKG-20251231-9W9TKDSV,899,Lucknow,Indore,2026-01-03,PAYMENT_PENDING,SINGLE_TRAIN,4499,280,0,2025-12-10T15:31:08.025Z,,,0
1248,BKG-20251231-WF1MKRAP,715,Visakhapatnam,Trivandrum Central,2026-01-23,PAYMENT_PENDING,MULTI_TRAIN,1961,876,116,2026-01-17T13:24:05.751Z,,,0
1249,BKG-20251231-BD6CM455,881,Shri Mata Vaishno Devi,Chennai Central,2025-12-17,CONFIRMED,SINGLE_TRAIN,728,604,0,2025-11-21T07:53:45.010Z,2025-11-21T07:59:11.078Z,,0
1250,BKG-20251231-9KFDEQZJ,683,Agra Cantt,Vadodara,2026-01-10,CANCELLED,SINGLE_TRAIN,601,252,0,2025-12-22T16:03:13.486Z,,2025-12-23T13:47:00.154Z,0
1251,BKG-20251231-KSKI59TZ,727,Chennai Central,Agra Cantt,2026-01-28,CONFIRMED,SINGLE_TRAIN,1302,475,0,2026-01-04T12:40:59.322Z,2026-01-04T12:50:43.667Z,,0
1252,BKG-20251231-MY8NDX1K,827,Chennai Central,Vadodara,2026-01-25,CONFIRMED,SINGLE_TRAIN,691,1338,0,2026-01-08T15:19:21.323Z,2026-01-08T15:26:17.979Z,,0
1253,BKG-20251231-KDWHA4ML,457,Lucknow,Bhopal Junction,2025-12-21,SEATS_BLOCKED,SINGLE_TRAIN,1099,485,0,2025-12-05T18:02:43.887Z,,,0
1254,BKG-20251231-WC96HP6M,735,Chennai Central,Vadodara,2026-01-30,CONFIRMED,SINGLE_TRAIN,4608,881,0,2026-01-16T04:23:54.114Z,2026-01-16T04:31:22.626Z,,0
1255,BKG-20251231-QVH4MQAY,481,Indore,Chennai Central,2026-01-22,CANCELLED,SINGLE_TRAIN,4776,911,0,2026-01-17T20:39:22.835Z,,2026-01-18T10:36:36.743Z,0
1256,BKG-20251231-IU2SAWLX,398,Jodhpur,Indore,2025-12-20,CANCELLED,SINGLE_TRAIN,4234,1109,0,2025-12-11T18:11:54.995Z,,2025-12-12T07:33:22.559Z,0
1257,BKG-20251231-EI3Y5S9X,721,Lucknow,Bhopal Junction,2026-01-29,SEATS_BLOCKED,MULTI_TRAIN,2953,246,122,2026-01-23T06:09:21.165Z,,,0
1258,BKG-20251231-NIHJ0OL4,873,Udaipur City,Ahmedabad,2026-01-01,PAYMENT_PENDING,MULTI_TRAIN,4907,1142,114,2025-12-04T04:56:02.438Z,,,0
1259,BKG-20251231-QW9QNQSB,783,Hyderabad Deccan,Pune Junction,2025-12-22,CONFIRMED,SINGLE_TRAIN,3259,1212,0,2025-12-04T04:13:27.533Z,2025-12-04T04:20:06.803Z,,0
1260,BKG-20251231-1EFT17VE,569,Ahmedabad,Ernakulam,2026-01-19,PAYMENT_PENDING,SINGLE_TRAIN,884,1299,0,2025-12-26T01:33:13.733Z,,,0
1261,BKG-20251231-M2XO2O3Z,916,Visakhapatnam,Bangalore City,2025-12-22,PAYMENT_PENDING,SINGLE_TRAIN,586,646,0,2025-12-09T17:38:33.660Z,,,0
1262,BKG-20251231-I6KUJ4C9,56,Mumbai Central,Udaipur City,2026-01-18,CANCELLED,SINGLE_TRAIN,2108,483,0,2025-12-21T21:16:18.244Z,,2025-12-22T09:24:50.670Z,0
1263,BKG-20251231-VJ8LDCWB,953,Howrah,Jodhpur,2026-01-25,PAYMENT_PENDING,SINGLE_TRAIN,1754,958,0,2025-12-27T22:24:21.605Z,,,0
1264,BKG-20251231-KWRZU5CX,637,Patna Junction,Ahmedabad,2026-01-06,CONFIRMED,SINGLE_TRAIN,1092,687,0,2025-12-25T08:15:01.590Z,2025-12-25T08:16:54.120Z,,0
1265,BKG-20251231-WX9SWPUL,750,Patna Junction,Chennai Central,2026-01-16,PAYMENT_PENDING,SINGLE_TRAIN,2044,1140,0,2026-01-07T01:55:42.099Z,,,0
1266,BKG-20251231-9CGN2OGE,513,Vadodara,Udaipur City,2026-01-27,PAYMENT_PENDING,SINGLE_TRAIN,3873,968,0,2026-01-20T16:12:01.902Z,,,0
1267,BKG-20251231-18E5EMHZ,313,New Delhi,Bangalore City,2026-01-08,CANCELLED,SINGLE_TRAIN,4227,1438,0,2025-12-17T07:55:34.859Z,,2025-12-18T02:19:57.821Z,0
1268,BKG-20251231-F0OWQTXX,626,Shri Mata Vaishno Devi,Vadodara,2025-12-20,CONFIRMED,SINGLE_TRAIN,1166,311,0,2025-11-30T02:13:00.808Z,2025-11-30T02:21:13.201Z,,0
1269,BKG-20251231-W26P4HRP,87,Gwalior,Vadodara,2026-01-12,CONFIRMED,SINGLE_TRAIN,4490,649,0,2025-12-19T00:39:44.114Z,2025-12-19T00:41:55.937Z,,0
1270,BKG-20251231-ZBKMYU8A,337,Indore,Agra Cantt,2025-12-31,PAYMENT_PENDING,SINGLE_TRAIN,897,1026,0,2025-12-12T12:21:31.411Z,,,0
1271,BKG-20251231-9U2SFIPR,756,Amritsar,Gwalior,2026-01-28,CONFIRMED,MULTI_TRAIN,3732,851,74,2026-01-03T21:18:37.974Z,2026-01-03T21:20:17.807Z,,0
1272,BKG-20251231-4Z9OICGI,526,Pune Junction,Chennai Central,2026-01-15,CONFIRMED,MULTI_TRAIN,4425,242,28,2026-01-11T18:07:05.586Z,2026-01-11T18:10:27.042Z,,0
1273,BKG-20251231-T2FI3GC9,280,Bhopal Junction,Ernakulam,2026-01-11,CANCELLED,SINGLE_TRAIN,2132,279,0,2026-01-06T05:56:22.444Z,,2026-01-06T19:28:35.706Z,0
1274,BKG-20251231-K3FSKA5X,674,Hyderabad Deccan,Shri Mata Vaishno Devi,2026-01-19,SEATS_BLOCKED,SINGLE_TRAIN,1714,895,0,2026-01-09T05:16:12.950Z,,,0
1275,BKG-20251231-ZSAC6K0U,287,Jodhpur,Nagpur,2026-01-07,COMPLETED,SINGLE_TRAIN,4107,1175,0,2025-12-15T05:20:10.686Z,2025-12-15T05:20:28.149Z,,0
1276,BKG-20251231-992YA13N,23,New Delhi,Vadodara,2026-01-10,CONFIRMED,SINGLE_TRAIN,811,432,0,2026-01-02T11:46:45.811Z,2026-01-02T11:48:33.618Z,,0
1277,BKG-20251231-LZVW7K0M,630,Jaipur,Ahmedabad,2026-01-03,COMPLETED,SINGLE_TRAIN,2422,245,0,2025-12-09T12:18:12.119Z,2025-12-09T12:27:12.535Z,,0
1278,BKG-20251231-G8J83KCY,776,Lucknow,Mumbai Central,2026-01-25,CONFIRMED,SINGLE_TRAIN,4332,892,0,2026-01-22T13:08:58.951Z,2026-01-22T13:18:08.500Z,,0
1279,BKG-20251231-NOU7SJ5L,602,Ahmedabad,Lucknow,2026-01-14,CONFIRMED,SINGLE_TRAIN,3263,716,0,2026-01-11T04:26:19.059Z,2026-01-11T04:26:55.152Z,,0
1280,BKG-20251231-46IZHM8J,507,Hyderabad Deccan,Bhopal Junction,2026-01-05,CONFIRMED,SINGLE_TRAIN,4593,1236,0,2025-12-21T03:41:15.330Z,2025-12-21T03:49:24.708Z,,0
1281,BKG-20251231-9H6SSQQX,663,Ahmedabad,Hyderabad Deccan,2025-12-24,PAYMENT_PENDING,SINGLE_TRAIN,3511,1247,0,2025-12-07T08:02:49.331Z,,,0
1282,BKG-20251231-MAERCGG0,747,Gwalior,Trivandrum Central,2026-01-28,CONFIRMED,SINGLE_TRAIN,822,1151,0,2026-01-08T19:58:19.584Z,2026-01-08T20:03:21.170Z,,0
1283,BKG-20251231-AEOJUP5H,838,Jaipur,Mumbai CST,2026-01-21,PAYMENT_PENDING,SINGLE_TRAIN,516,1239,0,2026-01-08T18:17:44.906Z,,,0
1284,BKG-20251231-4TWGDMPC,899,Jaipur,Ernakulam,2026-01-13,PAYMENT_FAILED,SINGLE_TRAIN,2184,273,0,2025-12-21T03:44:31.083Z,,,0
1285,BKG-20251231-I0J8A7EG,220,Trivandrum Central,Patna Junction,2026-01-19,CONFIRMED,SINGLE_TRAIN,4812,1170,0,2026-01-13T10:06:41.412Z,2026-01-13T10:12:43.336Z,,0
1286,BKG-20251231-7S7CCBFE,703,Vadodara,Gwalior,2025-12-19,CONFIRMED,SINGLE_TRAIN,3042,1432,0,2025-12-13T21:26:18.347Z,2025-12-13T21:29:27.857Z,,0
1287,BKG-20251231-FX7Y2L3Y,712,Vadodara,Ahmedabad,2025-12-25,CONFIRMED,SINGLE_TRAIN,2569,266,0,2025-12-13T10:53:11.232Z,2025-12-13T10:57:53.843Z,,0
1288,BKG-20251231-DNC59Q7I,325,Pune Junction,Lucknow,2025-12-31,CONFIRMED,SINGLE_TRAIN,765,1126,0,2025-12-23T10:28:00.910Z,2025-12-23T10:36:55.336Z,,0
1289,BKG-20251231-DDHKQBKD,824,Agra Cantt,Hyderabad Deccan,2026-01-02,CONFIRMED,MULTI_TRAIN,1510,973,81,2025-12-13T04:02:44.622Z,2025-12-13T04:04:22.475Z,,0
1290,BKG-20251231-WG4KVOSE,30,Agra Cantt,Mumbai CST,2026-01-01,PAYMENT_PENDING,SINGLE_TRAIN,3314,947,0,2026-01-01T04:17:51.147Z,,,0
1291,BKG-20251231-YLSPRR1T,818,Jaipur,Mumbai Central,2025-12-21,PAYMENT_FAILED,SINGLE_TRAIN,2298,1035,0,2025-12-20T17:28:03.986Z,,,0
1292,BKG-20251231-M77KMKWJ,433,Mumbai CST,Mumbai Central,2026-01-01,CONFIRMED,SINGLE_TRAIN,3646,878,0,2025-12-05T20:49:56.502Z,2025-12-05T20:53:44.507Z,,0
1293,BKG-20251231-AGCGT58Z,688,Jaipur,Howrah,2026-01-16,SEATS_BLOCKED,SINGLE_TRAIN,4248,622,0,2025-12-27T13:37:20.828Z,,,0
